,index,age,campaign_connect_times,after_campaign_connect_day,before_campaign_connect_times,employment_rate,consumer_price_index,consumer_confidence_index,euducation_level_high,euducation_level_low,euducation_level_medium,job_employment,job_retired,job_student,job_unemployed,marital_divorced,marital_married,marital_single,marital_unknown,have_credit_card_no,have_credit_card_unknown,have_credit_card_yes,have_housing_loan_no,have_housing_loan_unknown,have_housing_loan_yes,have_personal_loan_no,have_personal_loan_unknown,have_personal_loan_yes,connect_method_cellular,connect_method_telephone,previous_connect_month_3.0,previous_connect_month_4.0,previous_connect_month_5.0,previous_connect_month_6.0,previous_connect_month_7.0,previous_connect_month_8.0,previous_connect_month_9.0,previous_connect_month_10.0,previous_connect_month_11.0,previous_connect_month_12.0,previous_connect_weekday_Friday,previous_connect_weekday_Monday,previous_connect_weekday_Thursday,previous_connect_weekday_Tuesday,previous_connect_weekday_Wednesday,last_campaign_outcomes_failure,last_campaign_outcomes_nonexistent,last_campaign_outcomes_success,pca_0,pca_1,pca_2,um_0,um_1
9425,9425,26.0,5.0,-1.0,0.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-10123.998771816323,-5.478522638535497,-14.223295707528125,2.6933253,7.547297
9426,9426,21.0,6.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-10122.998945740863,-4.454499272479528,-19.160876426469034,2.7352133,7.576346
9427,9427,36.0,2.0,-1.0,0.0,61.1,93.994,-36.4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-10121.99918417472,-4.375854776068285,-4.050341131536526,2.6912277,7.545158
9428,9428,55.0,1.0,-1.0,0.0,61.4,94.465,-41.8,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-10120.999569183967,-3.9006626666388082,14.848255252067393,2.6705256,7.546877
9429,9429,32.0,2.0,-1.0,0.0,61.4,94.465,-41.8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-10119.99923704956,-3.904821785016038,-8.157629002882281,2.711666,7.5542073
9430,9430,50.0,1.0,-1.0,0.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-10118.999497326402,-3.9011472925675825,9.845824339332276,2.6681268,7.5363107
9431,9431,32.0,8.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-10117.998990072329,-4.925514861287172,-8.044044784018181,2.750031,7.565163
9432,9432,29.0,1.0,-1.0,0.0,59.9,93.2,-42.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-10116.998891699099,-5.169668770179257,-11.161607612850315,2.7216463,7.557467
9433,9433,27.0,2.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-10115.999055075768,-4.376151906871457,-13.05220918469639,2.7331307,7.563406
9434,9434,29.0,6.0,-1.0,0.0,57.1,92.963,-40.8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-10114.998832187519,-5.406079423125755,-11.135270284698853,2.713736,7.552487
9435,9435,18.0,1.0,-1.0,0.0,58.2,93.075,-47.1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-10113.998700661397,-5.2957220794807816,-22.2438757589459,2.751235,7.5658607
9436,9436,37.0,3.0,-1.0,0.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-10112.999309733064,-3.9021587680352403,-3.1583260868002965,2.7632518,7.570752
9437,9437,33.0,1.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-10111.999141299611,-4.374037547572486,-7.05890219660564,2.7732134,7.579323
9438,9438,32.0,6.0,-1.0,1.0,58.2,92.893,-46.2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-10110.998858025278,-5.4741890807172595,-8.230131372341283,2.772995,7.576048
9439,9439,80.0,1.0,-1.0,0.0,58.2,93.749,-34.6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-10109.999760681434,-4.609573457036483,39.97255588240434,2.6852279,7.541636
9440,9440,56.0,1.0,-1.0,0.0,58.2,92.893,-46.2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-10108.999206542821,-5.469238625541723,15.772648939289454,2.8105104,7.5920453
9441,9441,28.0,2.0,-1.0,0.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-10107.998803174996,-5.4743790435256185,-12.234466237538216,2.7925909,7.5823526
9442,9442,42.0,4.0,-1.0,0.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-10106.999380761868,-3.8997316923597762,1.849734434174403,2.8215425,7.58023
9443,9443,41.0,9.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-10105.999232543703,-4.446465309624368,0.8314559305097386,2.8408341,7.585906
9444,9444,21.0,1.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-10104.998948959925,-4.450303400184779,-19.17338395936958,2.8065827,7.5824943
9445,9445,28.0,1.0,-1.0,0.0,56.6,92.379,-29.8,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-10103.99868444647,-5.98840888254636,-11.946828366597243,2.8368325,7.598732
9446,9446,39.0,1.0,-1.0,0.0,61.4,94.465,-41.8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-10102.999338590997,-3.899409078433404,-1.1514672512541937,2.9076674,7.6244874
9447,9447,29.0,4.0,-1.0,0.0,61.4,93.444,-36.1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-10101.998949906922,-4.922360723761025,-11.05554197512402,2.8837574,7.622161
9448,9448,31.0,3.0,-1.0,0.0,59.9,93.2,-42.0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-10100.998919264319,-5.165392157577646,-9.15220115976517,2.9116585,7.6280475
9449,9449,31.0,7.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-10099.998977103936,-4.921397018407589,-9.044324170587734,2.9246778,7.6217127
9450,9450,85.0,6.0,6.0,1.0,58.2,93.749,-34.6,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-10098.999830673603,-4.605850463087037,44.98850085740231,2.7741497,7.577011
9451,9451,39.0,2.0,-1.0,0.0,58.2,92.893,-46.2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-10097.998959926379,-5.469862972365849,-1.2245868567864278,2.9632864,7.6354456
9452,9452,36.0,1.0,-1.0,0.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-10096.998917791234,-5.4702192075836,-4.2286649575486015,2.9977717,7.65296
9453,9453,38.0,2.0,-1.0,0.0,59.9,93.2,-42.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,-10095.999020703812,-5.162863011528072,-2.158786811170564,2.970003,7.653473
9454,9454,33.0,1.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-10094.999121799541,-4.445590706332665,-7.166787220084386,3.0353668,7.666507
9455,9455,28.0,1.0,2.0,1.0,58.2,93.075,-47.1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-10093.99884641044,-5.288962324419118,-12.244309454069471,3.0090435,7.654347
9456,9456,46.0,5.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,-10092.999307036023,-4.442472137021898,5.832982110755047,3.0217502,7.6511197
9457,9457,26.0,1.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-10091.999020658086,-4.446194022109104,-14.173421382154451,2.9890501,7.6276197
9458,9458,32.0,5.0,-1.0,0.0,58.2,92.893,-46.2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-10090.998858633115,-5.469425301307129,-8.222779131661797,3.1047287,7.7123857
9459,9459,39.0,1.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-10089.999208248419,-4.4432199336138725,-1.170686804427872,3.0295832,7.6608524
9460,9460,29.0,2.0,-1.0,0.0,58.2,92.893,-46.2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-10088.998817473266,-5.46960461521422,-11.23369334039173,3.0937545,7.685101
9461,9461,32.0,3.0,-1.0,0.0,59.9,93.2,-42.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-10087.99893381879,-5.162054028168613,-8.151202432622524,3.1245286,7.701924
9462,9462,36.0,1.0,-1.0,0.0,59.9,93.2,-42.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,-10086.99899240911,-5.161097215842995,-4.1538602975247025,3.0898628,7.6879826
9463,9463,33.0,2.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-10085.99912191213,-4.44340415425543,-7.163312465537972,3.1178963,7.695458
9464,9464,58.0,1.0,-1.0,0.0,61.4,93.444,-36.1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-10084.999369754478,-4.9127667950901595,17.942681003198597,3.2305503,7.7410316
9465,9465,28.0,1.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-10083.999050065158,-4.44390936711853,-12.166448722667091,3.1502342,7.7104177
9466,9466,32.0,7.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-10082.998992362169,-4.917121085837779,-8.041154636782865,3.1576905,7.7103915
9467,9467,42.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-10081.99927233105,-4.365107579740938,1.9416733248762883,3.1488628,7.694679
9468,9468,49.0,1.0,-1.0,0.0,59.9,93.2,-42.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-10080.99917911651,-5.157160627378398,8.84370944732937,3.2553144,7.753188
9469,9469,27.0,2.0,-1.0,0.0,58.9,94.601,-49.5,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-10079.99919748409,-3.7596539218042744,-13.290595876747142,3.2480302,7.7115293
9470,9470,31.0,1.0,-1.0,0.0,61.4,93.918,-42.7,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-10078.999092285334,-4.442118375366089,-9.166485469862572,3.2059677,7.729285
9471,9471,36.0,2.0,-1.0,0.0,58.2,93.075,-47.1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-10077.998961154082,-5.283554160716019,-4.249520137049411,3.2239447,7.7355795
9472,9472,26.0,2.0,-1.0,0.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-10076.999152862712,-3.8956483907182586,-14.148804820461086,3.1946564,7.7232313
9473,9473,24.0,2.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-10075.998991761784,-4.442742515641438,-16.164820210684745,3.255394,7.75078
9474,9474,32.0,2.0,-1.0,1.0,58.2,92.843,-50.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-10074.998846568526,-5.51539955974253,-8.298558016451933,3.2599876,7.749778
9475,9475,32.0,1.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-10073.9989949932,-4.915121854176376,-8.058120171616828,3.27833,7.7578173
9476,9476,34.0,1.0,-1.0,1.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-10072.99926827678,-3.893146811288866,-6.158081269338731,3.3057747,7.7724714
9477,9477,41.0,2.0,-1.0,0.0,58.9,94.767,-50.8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-10071.999438421331,-3.5889494941361635,0.6927898321228517,3.3227522,7.777207
9478,9478,31.0,1.0,-1.0,1.0,59.9,93.2,-42.0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-10070.998920471464,-5.15818244852293,-9.160051443175629,3.3070407,7.767056
9479,9479,51.0,1.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-10069.999381804137,-4.436117248563113,10.832921966553531,3.375704,7.8060856
9480,9480,34.0,5.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-10068.999154987361,-4.363407758099943,-6.049633691374386,3.434511,7.831192
9481,9481,44.0,3.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-10067.999300332556,-4.361312072831453,3.9428139151872243,3.3858697,7.910014
9482,9482,32.0,2.0,-1.0,0.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-10066.998861176166,-5.463750616352424,-8.22610642793724,3.3388596,7.789891
9483,9483,49.0,1.0,-1.0,0.0,61.4,93.444,-36.1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-10065.999240144089,-4.909947971753184,8.946376063679963,3.4502428,7.8381557
9484,9484,60.0,8.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-10064.99939550772,-4.907379980452118,19.95202496280355,3.4787076,7.850905
9485,9485,50.0,2.0,-1.0,1.0,58.2,93.075,-47.1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-10063.999163569106,-5.277462183238959,9.754154378942934,3.469215,7.84806
9486,9486,29.0,1.0,-1.0,0.0,61.4,94.465,-41.8,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-10062.999195550012,-3.8917275303355057,-11.149424781025635,3.4412694,7.82871
9487,9487,38.0,2.0,-1.0,0.0,61.1,93.994,-36.4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-10061.999214251993,-4.361042940677061,-2.050150260913802,3.4626725,7.841673
9488,9488,30.0,12.0,-1.0,0.0,61.4,93.444,-36.1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-10060.998961983472,-4.9120984543832575,-10.039032174197388,3.446443,7.838897
9489,9489,44.0,3.0,5.0,4.0,58.9,94.767,-50.8,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-10059.999482507013,-3.5853994317374833,3.70404220679612,3.4851818,7.8568096
9490,9490,41.0,3.0,-1.0,0.0,61.1,93.994,-36.4,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-10058.999257157313,-4.359706091224655,0.9444862641550483,3.499481,7.863968
9491,9491,24.0,1.0,-1.0,0.0,57.1,92.201,-31.4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-10057.998584468189,-6.1560432311849045,-15.972489013976531,3.4737062,7.8482914
9492,9492,38.0,2.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-10056.9992147282,-4.359843315036673,-2.0535840170682236,3.5059376,7.871983
9493,9493,30.0,1.0,-1.0,0.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-10055.998833384481,-5.4615185179779155,-10.234681181378928,3.4890668,7.857383
9494,9494,25.0,1.0,-1.0,0.0,61.4,94.465,-41.8,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-10054.999138581836,-3.8905814983983347,-15.156862228051635,3.5723221,7.9383097
9495,9495,45.0,1.0,-1.0,0.0,61.4,93.918,-42.7,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-10053.999294811087,-4.433435379380367,4.834852115661135,3.596684,7.915823
9496,9496,30.0,1.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-10052.998966226514,-4.910471986301125,-10.049375443279915,3.5258162,7.8722644
9497,9497,45.0,2.0,-1.0,1.0,58.2,92.893,-46.2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-10051.999047606752,-5.457612583047237,4.772178793412542,3.5841591,7.910941
9498,9498,44.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-10050.99930146528,-4.3572714249512465,3.946770942801123,3.6039417,7.9085765
9499,9499,53.0,2.0,-1.0,0.0,61.1,93.994,-36.4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-10049.999430849359,-4.3552696468141905,12.94769518713345,3.6008666,7.91941
9500,9500,56.0,2.0,-1.0,0.0,61.1,93.994,-36.4,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-10048.99947421892,-4.354456273022714,15.932274944179069,3.6246963,7.934812
9501,9501,29.0,1.0,-1.0,1.0,58.2,92.893,-46.2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-10047.998818555436,-5.459736475704458,-11.232981856359658,3.588598,7.9159937
9502,9502,86.0,1.0,-1.0,0.0,58.3,94.055,-39.8,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-10046.99992100048,-4.286985308684586,45.87457509024976,3.6674938,7.959488
9503,9503,41.0,1.0,-1.0,0.0,61.1,93.994,-36.4,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-10045.999258431091,-4.356655815683704,0.9486157045873225,3.6410017,7.947403
9504,9504,42.0,3.0,-1.0,0.0,58.2,92.893,-46.2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-10044.999005208283,-5.456491657469097,1.7687687296895818,3.6510715,7.9491553
9505,9505,51.0,1.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,-10043.999382862889,-4.429839137502479,10.828030495578743,3.6293344,7.9367456
9506,9506,45.0,4.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-10042.999181780191,-4.905101349005458,4.953937134814237,3.6465857,7.949798
9507,9507,44.0,1.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-10041.999169534061,-4.905117883006432,3.951214343228397,3.662245,7.9579625
9508,9508,52.0,3.0,-1.0,0.0,61.4,93.444,-36.1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-10040.999283601685,-4.903293254753064,11.951872379003536,3.6717463,7.957039
9509,9509,30.0,2.0,-1.0,1.0,61.4,93.444,-36.1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-10039.998967734047,-4.907308044341242,-10.045108569355014,3.746881,8.016804
9510,9510,27.0,8.0,-1.0,0.0,61.4,93.918,-42.7,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-10038.999033231627,-4.43309982784967,-13.166723764499894,3.740767,8.028988
9511,9511,38.0,2.0,-1.0,3.0,58.9,94.601,-49.5,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-10037.999356912955,-3.7473588822642814,-2.284673511664566,3.7540388,8.017421
